"cardId","cardName","colorCosts","colorCostsColor","colorCostsCount","colors","counterLevel","damage","description","effectList","imageName","isPersistentSpell","isTO","level","power","rarity","reviveLevel","traits","types"
"test_11","グリードワイバーン","[{""S"":""red""}]","red","1","[{""S"":""red""}]","0","1","召喚時:ステージを破壊する。そうした場合このユニットは『ゲイル』『パワー+2000』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":true},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnvironmentCard""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""UntilEndTurn""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""SpeedAttacker""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""UntilEndTurn""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""Power""},""value"":{""S"":""2000""},""target"":{""S"":""Self""}}}]}}}]","red_monster_11","","false","3","3000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_10","御旗の騎士プライド","[{""S"":""red""},{""S"":""red""}]","red","1","[{""S"":""red""}]","0","1","召喚時:次の相手のターン終了時までお互いにカウンターエリアにカードを設置出来ない。\n破壊時:手札を1枚捨ててもよい。そうした場合次に自が召喚するユニットは『ゲイル』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnSummon""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""2""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""options"":{""BOOL"":false},""type"":{""S"":""SetPlayerStatus""},""keyword"":{""S"":""CannotPlaceCounter""},""value"":{""N"":""0""},""target"":{""S"":""BothLeaders""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":true},""trigger"":{""S"":""OnDestroy""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""PlayerHand""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteKey""},""type"":{""S"":""Discard""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""NextSummonBuff""},""keyword"":{""S"":""SpeedAttacker""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","red_monster_10","","false","3","3000","SR","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_71","ヒーリングユニコーン","[{""S"":""yellow""},{""S"":""yellow""}]","yellow","2","[{""S"":""yellow""}]","0","1","召喚時:自分のダメージエリアからカードを1枚手札に加え、ターン終了時に１ダメージを受ける。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Blocker""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","thunder_guardian","","false","4","2000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_98","怨念の剣","[]","","0","[{""S"":""black""}]","0","0","『パワー−3000』『ダメージ+1』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""『パワー−3000』『ダメージ+1』を得る。""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""PowerAura""},""keyword"":{""S"":""""},""value"":{""S"":""-3000""},""prompt"":{""S"":""""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""DamageAura""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""Self""}}}]}}}]","black_equip","","false","3","0","C","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_21","青ユニット","[{""S"":""blue""}]","","","[{""S"":""blue""}]","0","1","破壊時:自分のデッキの上から1枚を確認し、青を含むカードであれば手札に加える。","","blue_monster_1","","false","2","1000","","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_05","山岳騎兵隊","[{""S"":""red""}]","red","1","[{""S"":""red""}]","0","1","召喚時:元々効果を持たないユニットが場に存在する場合、このユニットは『ゲイル』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""HasPlayerFieldInVanilla""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Gail""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","red_monster_5","","false","1","1000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_61","黄ユニット","[{""S"":""yellow""}]","","","[{""S"":""yellow""}]","0","1","ターン開始時[相]:このユニットをパッシブにする事で、ランダムな自分のユニット1体はこのターン終了時まで『プロテクト』を得る。","","yellow_monster_1","","false","3","2000","","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"token_012","獣王剣ワイルドブレイバー","[{""S"":""yellow""},{""S"":""yellow""}]","yellow","2","[{""S"":""yellow""}]","","0","攻撃時:相手のユニットを全てパッシブにする。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAttack""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CallMethod""},""keyword"":{""S"":""Deactivate""},""value"":{""N"":""0""},""target"":{""S"":""EnemyField""}}}]}}}]","","","","7","0","C","","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_66","ターボエレファント","[{""S"":""yellow""},{""S"":""yellow""}]","yellow","1","[{""S"":""yellow""}]","0","1","自分の場のカードを選ぶ際に、相手はこのカードしか効果の対象に出来ない。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""OnlyTarget""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","thunder_guardian","","false","4","3000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_35","青アーツ","[{""S"":""blue""}]","blue","1","[{""S"":""blue""}]","0","0","ターン終了時まで自分のユニット1体は『攻撃時:プロテクトの効果を受けない。』を得る。\nリバース","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""2""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}}]}}},{""M"":{""activationType"":{""S"":""TO""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""2""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}}]}}}]","blue_magic_3","","false","4","0","","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_24","リトルシーサーペント","[{""S"":""blue""},{""S"":""blue""}]","blue","2","[{""S"":""blue""}]","0","1","召喚時:1枚ドローし、手札を1枚墓地へ送る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""options"":{""BOOL"":false},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DiscardKey""},""options"":{""L"":[]},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerHand""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DiscardKey""},""options"":{""L"":[{""S"":""top""},{""S"":""bottom""}]},""type"":{""S"":""Discard""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}}]}}}]","blue_monster_4","","false","3","3000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"token_007","下等ネズミ","[{""S"":""green""}]","green","1","[{""S"":""green""}]","","1","ターン終了時:効果を持たない『下等ネズミ』を場に出す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnTurnEnd""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""isVanilla""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CreateToken""},""keyword"":{""S"":""token_007""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","","","","1","500","C","","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_31","辺境の屈強漁師","[{""S"":""blue""}]","blue","1","[{""S"":""blue""}]","0","1","破壊時:相手の墓地のカード1枚を除外する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnDestroy""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ExileKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyGrave""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ExileKey""},""type"":{""S"":""Exile""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","blue_monster_11","","false","2","2000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_97","チェインペイン","[{""S"":""black""},{""S"":""black""}]","black","2","[{""S"":""black""}]","4","0","ターン終了時までお互いのプレイヤーは『チェインペイン』の効果以外でダメージを受ける度に、相手プレイヤーにダメージ1を与える。\nカウンター[4]","[{""M"":{""activationType"":{""S"":""Counter""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""1""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""PlayerStatus""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""BothLeaders""}}}]}}}]","black_magic","","false","5","0","R","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"token_011","獣王戦機ワイルドカイザー","[{""S"":""yellow""},{""S"":""yellow""},{""S"":""yellow""}]","yellow","3","[{""S"":""yellow""}]","","2","プロテクト\n自分の場のカードを選ぶ際に、相手はこのカードしか効果の対象に出来ない。\n攻撃時:相手のユニットを全てパッシブにする。\n破壊時:『獣王剣ワイルドブレイバー』を手札に加える。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Blocker""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""OnlyTarget""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAttack""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CallMethod""},""keyword"":{""S"":""Deactivate""},""value"":{""N"":""0""},""target"":{""S"":""EnemyField""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnLeaveField""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""CreateInHand""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CreateToken""},""keyword"":{""S"":""token_012""},""value"":{""S"":""1""},""target"":{""S"":""PlayerLeader""}}}]}}}]","","","","10","10000","C","","[{""S"":""monster""}]","[{""S"":""monster""}]"
"token_009","撹乱機ファントム","[{""S"":""yellow""}]","yellow","1","[{""S"":""yellow""}]","","1","自分の場のカードを選ぶ際に、相手はこのカードしか効果の対象に出来ない。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""OnlyTarget""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","","","","2","2000","C","","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_92","腐敗竜ロストダウン","[{""S"":""black""},{""S"":""black""}]","black","2","[{""S"":""black""}]","0","1","召喚時:墓地のユニット1体を除外してもよい。そうした場合『パワー−2000』『ダメージ+1』『リベンジャー』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":true},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""type=Monster""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ExileKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""PlayerGrave""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ExileKey""},""type"":{""S"":""Exile""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""9999""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""Power""},""value"":{""S"":""-2000""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""S"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""Damage""},""value"":{""S"":""1""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""Revenger""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","black_monster","","false","6","4000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_20","灼熱地帯","[{""S"":""red""},{""S"":""red""},{""S"":""red""}]","red","1","[{""S"":""red""}]","0","0","発動時:パワー5000以下のユニットを全て破壊する。\n発動中:パワー2000以下のユニットは破壊される。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=5000""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""AllField""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnCardEntersField""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=2000""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""EnteringCard""}}}]}}}]","red_field","","false","6","0","R","0","[{""S"":""field""}]","[{""S"":""field""}]"
"test_02","紅蓮指揮官グレシオー","[{""S"":""red""},{""S"":""red""}]","red","2","[{""S"":""red""}]","0","1","元々効果を持たないユニットが召喚された時に発動する。それは『ゲイル』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""isVanilla""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Gail""},""value"":{""N"":""0""},""target"":{""S"":""PlayerField""}}}]}}}]","red_monster_2","","false","3","2000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_15","革命の雄叫び","[{""S"":""red""},{""S"":""red""}]","red","2","[{""S"":""red""}]","0","0","ターン終了時まで自分のユニット全ては『パワー+2000』『ダメージ+1』を得る。","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""Power""},""value"":{""S"":""2000""},""target"":{""S"":""PlayerField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""UntilEndOfTurn""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""Damage""},""value"":{""S"":""1""},""target"":{""S"":""PlayerField""}}}]}}}]","red_magic_3","","false","6","0","C","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"token_001","ジャンクインセクト","[{""S"":""green""}]","","","[{""S"":""green""}]","0","1","","","","","false","1","1000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_93","黒アーツ","[{""S"":""black""}]","black","2","[{""S"":""black""}]","0","0","ターン終了時まで相手のユニット1体は『パワー−2000』を得る。\nリバース","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Select""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerField""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Select""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyField""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Destroy""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}}]}}}]","black_magic","","false","4","0","","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_28","青ユニット","[{""S"":""blue""}]","blue","1","[{""S"":""blue""}]","0","0","起動:このユニットをパッシブにして、ストーン2をパッシブにする事で1枚ドローする。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""UnAttackable""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","blue_monster_8","","false","4","1000","","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_36","Ω計算機スピラリオン","[{""S"":""blue""}]","blue","1","[{""S"":""blue""}]","0","0","お互いのプレイヤーは1枚ドローする。\n次の効果からランダムに1つを解決する。『1枚ドローする』『相手プレイヤーは1枚ドローする』『お互いのプレイヤーは手札にある最もレベルの高いカードを墓地へ送る』","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyLeader""}}}]}}}]","blue_magic_4","","false","2","0","R","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
